subject	activity	domain	signal	feature	axis	valuetype	meanvalue	count
10	LAYING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.462110641822066	198
10	LAYING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.409095655168687	198
10	LAYING	Time	Body	AccelerationMagnitude	NA	mean	-0.357419738586162	198
10	LAYING	Time	Body	AccelerationMagnitude	NA	std	-0.424185928311495	198
10	LAYING	Time	Body	AngularJerk	X	mean	-0.111993956719192	198
10	LAYING	Time	Body	AngularJerk	X	std	-0.632505796969697	198
10	LAYING	Time	Body	AngularJerk	Y	mean	-0.0397793980300505	198
10	LAYING	Time	Body	AngularJerk	Y	std	-0.708431890757576	198
10	LAYING	Time	Body	AngularJerk	Z	mean	-0.0573109579154545	198
10	LAYING	Time	Body	AngularJerk	Z	std	-0.607442629772727	198
10	LAYING	Time	Body	AngularJerkMagnitude	NA	mean	-0.665691018181818	198
10	LAYING	Time	Body	AngularJerkMagnitude	NA	std	-0.714913442525253	198
10	LAYING	Time	Body	AngularVelocity	X	mean	-0.0150986647713131	198
10	LAYING	Time	Body	AngularVelocity	X	std	-0.58889324085202	198
10	LAYING	Time	Body	AngularVelocity	Y	mean	-0.0917433860077424	198
10	LAYING	Time	Body	AngularVelocity	Y	std	-0.465358408925253	198
10	LAYING	Time	Body	AngularVelocity	Z	mean	0.0852285528396465	198
10	LAYING	Time	Body	AngularVelocity	Z	std	-0.496858788129293	198
10	LAYING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.388314506775758	198
10	LAYING	Time	Body	AngularVelocityMagnitude	NA	std	-0.522604974987475	198
10	LAYING	Time	Gravity	Acceleration	X	mean	0.740684960252525	198
10	LAYING	Time	Gravity	Acceleration	X	std	-0.964710125	198
10	LAYING	Time	Gravity	Acceleration	Y	mean	-0.207161356161616	198
10	LAYING	Time	Gravity	Acceleration	Y	std	-0.95504237949495	198
10	LAYING	Time	Gravity	Acceleration	Z	mean	0.108410428305944	198
10	LAYING	Time	Gravity	Acceleration	Z	std	-0.927801700555556	198
10	LAYING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.357419738586162	198
10	LAYING	Time	Gravity	AccelerationMagnitude	NA	std	-0.424185928311495	198
10	STANDING	Frequency	Body	Acceleration	X	mean	-0.822505930166667	96
10	STANDING	Frequency	Body	Acceleration	X	std	-0.845922740729167	96
10	STANDING	Frequency	Body	Acceleration	Y	mean	-0.720876538833333	96
10	STANDING	Frequency	Body	Acceleration	Y	std	-0.751383960510417	96
10	STANDING	Frequency	Body	Acceleration	Z	mean	-0.862321343125	96
10	STANDING	Frequency	Body	Acceleration	Z	std	-0.86121794721875	96
10	STANDING	Frequency	Body	AccelerationJerk	X	mean	-0.826063598282292	96
10	STANDING	Frequency	Body	AccelerationJerk	X	std	-0.831379930459062	96
10	STANDING	Frequency	Body	AccelerationJerk	Y	mean	-0.744950073	96
10	STANDING	Frequency	Body	AccelerationJerk	Y	std	-0.7410383354375	96
10	STANDING	Frequency	Body	AccelerationJerk	Z	mean	-0.878450186458333	96
10	STANDING	Frequency	Body	AccelerationJerk	Z	std	-0.899683347916667	96
10	STANDING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.783269770302083	96
10	STANDING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.770950588979167	96
10	STANDING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.786961677072917	96
10	STANDING	Frequency	Body	AccelerationMagnitude	NA	std	-0.834157293125	96
10	STANDING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.8851999225	96
10	STANDING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.881496240729167	96
10	STANDING	Frequency	Body	AngularVelocity	X	mean	-0.819983751770833	96
10	STANDING	Frequency	Body	AngularVelocity	X	std	-0.858958473125	96
10	STANDING	Frequency	Body	AngularVelocity	Y	mean	-0.861050933645833	96
10	STANDING	Frequency	Body	AngularVelocity	Y	std	-0.846707374791667	96
10	STANDING	Frequency	Body	AngularVelocity	Z	mean	-0.792357543844792	96
10	STANDING	Frequency	Body	AngularVelocity	Z	std	-0.829842093020833	96
10	STANDING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.845024943541667	96
10	STANDING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.856745923229167	96
10	STANDING	Time	Body	Acceleration	X	mean	0.276583204166667	96
10	STANDING	Time	Body	Acceleration	X	std	-0.838564338333333	96
10	STANDING	Time	Body	Acceleration	Y	mean	-0.0194909304979167	96
10	STANDING	Time	Body	Acceleration	Y	std	-0.727853336020833	96
10	STANDING	Time	Body	Acceleration	Z	mean	-0.1121843393125	96
10	STANDING	Time	Body	Acceleration	Z	std	-0.854294969270833	96
10	STANDING	Time	Body	AccelerationJerk	X	mean	0.080527512159375	96
10	STANDING	Time	Body	AccelerationJerk	X	std	-0.820707124664583	96
10	STANDING	Time	Body	AccelerationJerk	Y	mean	0.004611439794375	96
10	STANDING	Time	Body	AccelerationJerk	Y	std	-0.7341746674375	96
10	STANDING	Time	Body	AccelerationJerk	Z	mean	-0.00128744623489583	96
10	STANDING	Time	Body	AccelerationJerk	Z	std	-0.889739520625	96
10	STANDING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.8162927158125	96
10	STANDING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.777345431613542	96
10	STANDING	Time	Body	AccelerationMagnitude	NA	mean	-0.801728673104167	96
10	STANDING	Time	Body	AccelerationMagnitude	NA	std	-0.795247255416667	96
10	STANDING	Time	Body	AngularJerk	X	mean	-0.10022438078125	96
10	STANDING	Time	Body	AngularJerk	X	std	-0.849140011666667	96
10	STANDING	Time	Body	AngularJerk	Y	mean	-0.0478723615625	96
10	STANDING	Time	Body	AngularJerk	Y	std	-0.892824673645833	96
10	STANDING	Time	Body	AngularJerk	Z	mean	-0.0519245405385417	96
10	STANDING	Time	Body	AngularJerk	Z	std	-0.850475350104167	96
10	STANDING	Time	Body	AngularJerkMagnitude	NA	mean	-0.876313803854167	96
10	STANDING	Time	Body	AngularJerkMagnitude	NA	std	-0.880007876041667	96
10	STANDING	Time	Body	AngularVelocity	X	mean	-0.0255225107895833	96
10	STANDING	Time	Body	AngularVelocity	X	std	-0.849243536458333	96
10	STANDING	Time	Body	AngularVelocity	Y	mean	-0.0699903917025	96
10	STANDING	Time	Body	AngularVelocity	Y	std	-0.851156069375	96
10	STANDING	Time	Body	AngularVelocity	Z	mean	0.10298476965625	96
10	STANDING	Time	Body	AngularVelocity	Z	std	-0.807039630885417	96
10	STANDING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.797174474479167	96
10	STANDING	Time	Body	AngularVelocityMagnitude	NA	std	-0.834377870416667	96
10	STANDING	Time	Gravity	Acceleration	X	mean	0.441236068541667	96
10	STANDING	Time	Gravity	Acceleration	X	std	-0.968072754375	96
10	STANDING	Time	Gravity	Acceleration	Y	mean	0.2005691803125	96
10	STANDING	Time	Gravity	Acceleration	Y	std	-0.953455064479167	96
10	STANDING	Time	Gravity	Acceleration	Z	mean	-0.05453204484375	96
10	STANDING	Time	Gravity	Acceleration	Z	std	-0.961197428552083	96
10	STANDING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.801728673104167	96
10	STANDING	Time	Gravity	AccelerationMagnitude	NA	std	-0.795247255416667	96
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.619524028324684	316
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.579491754749367	316
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.531455265662532	316
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.502570240243354	316
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.750026145791139	316
11	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.652095671108544	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.676672987166456	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.672195644346519	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.632374688606013	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.609444998247785	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.825559590221519	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.858259630601266	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.656133473274684	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.676925075857595	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.611528074359177	316
11	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.674470159009494	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.864827011392405	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.879254016740506	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.709949332117089	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.751758277167721	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.776852868955696	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.670892713066772	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.708842979272152	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.75596062835443	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.757585939588608	316
11	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.711267219682278	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.27658531139557	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.58947649779557	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.0191272531933228	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.490379346996835	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.108941761642405	316
11	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.665324314227848	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0830134540658228	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.659323083055063	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.0078044254343038	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.608784226719937	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00657424975259494	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.842511816044304	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.679819504547468	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.664241760370253	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.542825032813608	316
11	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.612882270912658	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.0805473309873418	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.781738140601266	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0493914065474684	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.868377254082279	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0480140167267405	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.795490882468354	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.826829028481013	316
11	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.866905012626582	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0547328440272468	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.739922126628797	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0582275770813291	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.703501766487342	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.087284109682356	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.725016008797468	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.628367851066456	316
11	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.696771378957911	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.730526184936709	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.975394457689873	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	0.0527387028613924	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.957138770727848	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	0.140209861246835	316
11	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.956812000411392	316
11	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.542825032813608	316
11	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.612882270912658	316
12	LAYING	Frequency	Body	Acceleration	X	mean	-0.578920210879375	320
12	LAYING	Frequency	Body	Acceleration	X	std	-0.586922577889687	320
12	LAYING	Frequency	Body	Acceleration	Y	mean	-0.523287078731563	320
12	LAYING	Frequency	Body	Acceleration	Y	std	-0.553076639139062	320
12	LAYING	Frequency	Body	Acceleration	Z	mean	-0.7266403145	320
12	LAYING	Frequency	Body	Acceleration	Z	std	-0.709983235125	320
12	LAYING	Frequency	Body	AccelerationJerk	X	mean	-0.599109317756219	320
12	LAYING	Frequency	Body	AccelerationJerk	X	std	-0.602960063359688	320
12	LAYING	Frequency	Body	AccelerationJerk	Y	mean	-0.591296422972219	320
12	LAYING	Frequency	Body	AccelerationJerk	Y	std	-0.579168053712969	320
12	LAYING	Frequency	Body	AccelerationJerk	Z	mean	-0.7754265825625	320
12	LAYING	Frequency	Body	AccelerationJerk	Z	std	-0.80858300040625	320
12	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.564239194378438	320
12	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.571614888155312	320
12	LAYING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.55928367746625	320
12	LAYING	Frequency	Body	AccelerationMagnitude	NA	std	-0.65053328158	320
12	LAYING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.78990285099375	320
12	LAYING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.7973614576875	320
12	LAYING	Frequency	Body	AngularVelocity	X	mean	-0.661246826087188	320
12	LAYING	Frequency	Body	AngularVelocity	X	std	-0.750393858303125	320
12	LAYING	Frequency	Body	AngularVelocity	Y	mean	-0.74479814778125	320
12	LAYING	Frequency	Body	AngularVelocity	Y	std	-0.7334567315	320
12	LAYING	Frequency	Body	AngularVelocity	Z	mean	-0.657369914584375	320
12	LAYING	Frequency	Body	AngularVelocity	Z	std	-0.70823315425	320
12	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.717311676745625	320
12	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.719438065809375	320
12	LAYING	Time	Body	Acceleration	X	mean	0.27360872421875	320
12	LAYING	Time	Body	Acceleration	X	std	-0.583962207065	320
12	LAYING	Time	Body	Acceleration	Y	mean	-0.018337204411489	320
12	LAYING	Time	Body	Acceleration	Y	std	-0.522040023435	320
12	LAYING	Time	Body	Acceleration	Z	mean	-0.106649116775	320
12	LAYING	Time	Body	Acceleration	Z	std	-0.699293531365625	320
12	LAYING	Time	Body	AccelerationJerk	X	mean	0.070430311315625	320
12	LAYING	Time	Body	AccelerationJerk	X	std	-0.582418267596875	320
12	LAYING	Time	Body	AccelerationJerk	Y	mean	0.0053115377979375	320
12	LAYING	Time	Body	AccelerationJerk	Y	std	-0.571359817082031	320
12	LAYING	Time	Body	AccelerationJerk	Z	mean	0.0003081123684	320
12	LAYING	Time	Body	AccelerationJerk	Z	std	-0.79262193625	320
12	LAYING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.6300504918575	320
12	LAYING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.566365683597188	320
12	LAYING	Time	Body	AccelerationMagnitude	NA	mean	-0.559586545675313	320
12	LAYING	Time	Body	AccelerationMagnitude	NA	std	-0.5743864944925	320
12	LAYING	Time	Body	AngularJerk	X	mean	-0.0731134377315625	320
12	LAYING	Time	Body	AngularJerk	X	std	-0.709726149496875	320
12	LAYING	Time	Body	AngularJerk	Y	mean	-0.043678823491875	320
12	LAYING	Time	Body	AngularJerk	Y	std	-0.8112325993125	320
12	LAYING	Time	Body	AngularJerk	Z	mean	-0.0574585039485312	320
12	LAYING	Time	Body	AngularJerk	Z	std	-0.749351860259375	320
12	LAYING	Time	Body	AngularJerkMagnitude	NA	mean	-0.77729447821875	320
12	LAYING	Time	Body	AngularJerkMagnitude	NA	std	-0.7863865328125	320
12	LAYING	Time	Body	AngularVelocity	X	mean	-0.0628663472537188	320
12	LAYING	Time	Body	AngularVelocity	X	std	-0.727881704983125	320
12	LAYING	Time	Body	AngularVelocity	Y	mean	-0.0592027333975	320
12	LAYING	Time	Body	AngularVelocity	Y	std	-0.73506282621875	320
12	LAYING	Time	Body	AngularVelocity	Z	mean	0.0960742146838125	320
12	LAYING	Time	Body	AngularVelocity	Z	std	-0.671057678528125	320
12	LAYING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.63166805889875	320
12	LAYING	Time	Body	AngularVelocityMagnitude	NA	std	-0.68485805678325	320
12	LAYING	Time	Gravity	Acceleration	X	mean	0.69922245131875	320
12	LAYING	Time	Gravity	Acceleration	X	std	-0.96738343446875	320
12	LAYING	Time	Gravity	Acceleration	Y	mean	0.029976775735	320
12	LAYING	Time	Gravity	Acceleration	Y	std	-0.9605729084375	320
12	LAYING	Time	Gravity	Acceleration	Z	mean	0.0330295544910625	320
12	LAYING	Time	Gravity	Acceleration	Z	std	-0.9468085636875	320
12	LAYING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.559586545675313	320
12	LAYING	Time	Gravity	AccelerationMagnitude	NA	std	-0.5743864944925	320
13	LAYING	Frequency	Body	Acceleration	X	mean	-0.638817912651682	327
13	LAYING	Frequency	Body	Acceleration	X	std	-0.620602036452599	327
13	LAYING	Frequency	Body	Acceleration	Y	mean	-0.493467193137125	327
13	LAYING	Frequency	Body	Acceleration	Y	std	-0.462584458627829	327
13	LAYING	Frequency	Body	Acceleration	Z	mean	-0.629736258731804	327
13	LAYING	Frequency	Body	Acceleration	Z	std	-0.599036895271407	327
13	LAYING	Frequency	Body	AccelerationJerk	X	mean	-0.66008217407156	327
13	LAYING	Frequency	Body	AccelerationJerk	X	std	-0.649606227431844	327
13	LAYING	Frequency	Body	AccelerationJerk	Y	mean	-0.603340489937615	327
13	LAYING	Frequency	Body	AccelerationJerk	Y	std	-0.562129866937645	327
13	LAYING	Frequency	Body	AccelerationJerk	Z	mean	-0.710831730361468	327
13	LAYING	Frequency	Body	AccelerationJerk	Z	std	-0.744823539571865	327
13	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.607295296423853	327
13	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.617075473106453	327
13	LAYING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.589928108599083	327
13	LAYING	Frequency	Body	AccelerationMagnitude	NA	std	-0.665344858593272	327
13	LAYING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.712054366504281	327
13	LAYING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.733183567759939	327
13	LAYING	Frequency	Body	AngularVelocity	X	mean	-0.65864242140581	327
13	LAYING	Frequency	Body	AngularVelocity	X	std	-0.734657989051988	327
13	LAYING	Frequency	Body	AngularVelocity	Y	mean	-0.647152817899388	327
13	LAYING	Frequency	Body	AngularVelocity	Y	std	-0.650623558847401	327
13	LAYING	Frequency	Body	AngularVelocity	Z	mean	-0.620471226529052	327
13	LAYING	Frequency	Body	AngularVelocity	Z	std	-0.685774481529052	327
13	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.652225306544343	327
13	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.691915161336391	327
13	LAYING	Time	Body	Acceleration	X	mean	0.275895876198777	327
13	LAYING	Time	Body	Acceleration	X	std	-0.624844460199083	327
13	LAYING	Time	Body	Acceleration	Y	mean	-0.0176504796070948	327
13	LAYING	Time	Body	Acceleration	Y	std	-0.448816097853364	327
13	LAYING	Time	Body	Acceleration	Z	mean	-0.109135285550765	327
13	LAYING	Time	Body	Acceleration	Z	std	-0.587230562129052	327
13	LAYING	Time	Body	AccelerationJerk	X	mean	0.0794393034550306	327
13	LAYING	Time	Body	AccelerationJerk	X	std	-0.638889532599083	327
13	LAYING	Time	Body	AccelerationJerk	Y	mean	0.00387961953328135	327
13	LAYING	Time	Body	AccelerationJerk	Y	std	-0.569700547488012	327
13	LAYING	Time	Body	AccelerationJerk	Z	mean	-0.0123485923641621	327
13	LAYING	Time	Body	AccelerationJerk	Z	std	-0.728452966311927	327
13	LAYING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.625466938809174	327
13	LAYING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.610248540269939	327
13	LAYING	Time	Body	AccelerationMagnitude	NA	mean	-0.539871637249541	327
13	LAYING	Time	Body	AccelerationMagnitude	NA	std	-0.597230982062691	327
13	LAYING	Time	Body	AngularJerk	X	mean	-0.0881182379434251	327
13	LAYING	Time	Body	AngularJerk	X	std	-0.715772980189602	327
13	LAYING	Time	Body	AngularJerk	Y	mean	-0.0440836605146789	327
13	LAYING	Time	Body	AngularJerk	Y	std	-0.718988591831804	327
13	LAYING	Time	Body	AngularJerk	Z	mean	-0.0582718748712538	327
13	LAYING	Time	Body	AngularJerk	Z	std	-0.712716428498471	327
13	LAYING	Time	Body	AngularJerkMagnitude	NA	mean	-0.712745036012232	327
13	LAYING	Time	Body	AngularJerkMagnitude	NA	std	-0.712056186747706	327
13	LAYING	Time	Body	AngularVelocity	X	mean	-0.0562470618980061	327
13	LAYING	Time	Body	AngularVelocity	X	std	-0.715109859672783	327
13	LAYING	Time	Body	AngularVelocity	Y	mean	-0.0616613787494801	327
13	LAYING	Time	Body	AngularVelocity	Y	std	-0.645728612088685	327
13	LAYING	Time	Body	AngularVelocity	Z	mean	0.098866059686422	327
13	LAYING	Time	Body	AngularVelocity	Z	std	-0.643337285033639	327
13	LAYING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.581215403184709	327
13	LAYING	Time	Body	AngularVelocityMagnitude	NA	std	-0.636364939544342	327
13	LAYING	Time	Gravity	Acceleration	X	mean	0.709996516908257	327
13	LAYING	Time	Gravity	Acceleration	X	std	-0.967268063455658	327
13	LAYING	Time	Gravity	Acceleration	Y	mean	-0.0420858101162079	327
13	LAYING	Time	Gravity	Acceleration	Y	std	-0.953540716850153	327
13	LAYING	Time	Gravity	Acceleration	Z	mean	0.0443010536786239	327
13	LAYING	Time	Gravity	Acceleration	Z	std	-0.938727880275229	327
13	LAYING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.539871637249541	327
13	LAYING	Time	Gravity	AccelerationMagnitude	NA	std	-0.597230982062691	327
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.619513271851703	323
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.609406374110062	323
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.455237617000929	323
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.376829989404644	323
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.440650672343653	323
14	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.275013722171486	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.654385009392879	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.661460356953251	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.598699531399381	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.60215894382322	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.618712162187307	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.694424996467802	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.596896308848452	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.619215144539319	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.490874179820433	323
14	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.548269930770588	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.717590101802972	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.760560087962848	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.699166400749226	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.740052209854489	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.50463317018839	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.348864187370186	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.42391821438452	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.407672097170898	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.543030528985449	323
14	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.516930495917399	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.270184596009288	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.611671118216099	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.0162548178510526	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.374730765205077	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.100985935692074	323
14	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.29354271467452	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0741757467665015	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.641964198633003	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.00443682723817957	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.586459622773684	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00253044692473994	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.656855586102105	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.608973420309907	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.605144269857245	323
14	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.453262620331889	323
